assetid,teamcolor1g,teamcolor1r,clubworth,teamcolor2b,goalnetstanchioncolor2g,teamcolor2r,foundationyear,goalnetstanchioncolor2r,teamcolor3r,goalnetstanchioncolor1b,teamcolor1b,opponentweakthreshold,latitude,teamcolor3g,opponentstrongthreshold,goalnetstanchioncolor2b,goalnetstanchioncolor1r,teamcolor2g,goalnetstanchioncolor1g,teamname,teamcolor3b,presassetone,powid,hassubstitutionboard,rightfreekicktakerid,flamethrowercannon,domesticprestige,genericint2,defensivedepth,hasvikingclap,jerseytype,pitchcolor,pitchwear,popularity,hastifo,presassettwo,teamstadiumcapacity,stadiumgoalnetstyle,iscompetitionscarfenabled,cityid,rivalteam,playsurfacetype,isbannerenabled,midfieldrating,stadiummowpattern_code,matchdayoverallrating,matchdaymidfieldrating,attackrating,longitude,buildupplay,matchdaydefenserating,hasstandingcrowd,favoriteteamsheetid,defenserating,iscompetitionpoleflagenabled,skinnyflags,uefa_consecutive_wins,longkicktakerid,trait1vweak,iscompetitioncrowdcardsenabled,rightcornerkicktakerid,gender,cksupport1,uefa_cl_wins,hassuncanthem,domesticcups,ethnicity,leftcornerkicktakerid,youthdevelopment,teamid,uefa_el_wins,trait1vequal,numtransfersin,stanchionflamethrower,stadiumgoalnetpattern,captainid,personalityid,prev_el_champ,leftfreekicktakerid,cksupport2,leaguetitles,genericbanner,crowdregion,uefa_uecl_wins,overallrating,ballid,profitability,utcoffset,penaltytakerid,pitchlinecolor,freekicktakerid,crowdskintonecode,internationalprestige,cksupport3,haslargeflag,trainingstadium,form,genericint1,trait1vstrong,matchdayattackrating
114511,8,227,6000,52,249,43,2007,248,250,249,50,1,-12,250,1,249,248,115,249,Sport Huancayo,250,0,-1,0,253581,0,3,-1,50,0,2,4,0,3,0,0,17000,0,0,793,111010,0,1,69,3,67,69,65,-75,3,66,1,-1,66,0,1,0,253581,270720,0,186745,0,0,0,0,0,7,273769,5,114511,0,4215168,0,0,0,253581,1,0,253581,0,0,0,1,0,67,74,3,-5,273769,0,253581,7,2,0,0,316,0,-1,526720,65
114549,0,0,2800,250,255,250,2016,255,139,255,139,1,45,0,1,255,255,250,255,Gloria Buzău,0,0,-1,0,225359,0,2,-1,30,0,2,4,0,2,0,0,12321,0,1,955,131459,0,1,64,3,63,64,64,26,3,62,1,-1,63,1,0,0,225359,4202560,0,225359,0,0,0,0,0,2,225359,6,114549,0,544832,0,0,0,225359,1,0,225359,0,0,0,5,0,64,24,8,2,225359,0,225359,2,1,0,0,316,0,-1,526400,64
114577,250,250,10650,13,249,250,1933,248,250,249,250,1,-16,250,1,249,248,27,249,Always Ready,250,0,-1,0,274259,0,4,-1,30,0,2,4,0,3,0,0,25000,0,0,804,110969,0,1,62,3,63,62,62,-68,2,65,1,-1,65,1,1,0,274259,4195584,0,274259,0,0,0,0,0,2,274259,2,114577,0,565504,0,0,0,268070,1,0,274259,0,3,0,1,0,63,74,6,-4,274259,0,274259,7,2,0,0,316,0,-1,528640,62
114580,56,11,13000,32,249,245,1989,248,255,249,147,1,0,255,1,249,248,207,249,Delfín SC,255,0,-1,0,273539,0,5,-1,50,0,2,0,0,2,0,0,17834,0,0,782,110986,0,1,63,12,63,63,65,80,3,61,0,-1,61,0,1,0,273539,270656,0,273539,0,0,0,0,0,2,273539,5,114580,0,4198720,0,0,1,266214,1,0,273539,0,1,0,1,0,63,74,4,-5,273539,0,273539,7,2,0,0,316,0,-1,526656,65
114581,8,9,16000,253,249,38,1963,248,255,249,192,1,0,255,1,249,248,209,249,Universidad Católica del Ecuador,255,0,-1,0,228571,0,6,-1,50,0,2,0,0,3,0,0,35258,0,0,781,110986,0,1,67,3,67,67,68,-78,1,66,1,-1,66,1,1,0,228571,262784,0,228571,0,0,0,0,0,4,228571,4,114581,0,4211328,0,0,1,254062,0,0,228571,0,0,0,1,0,67,74,6,-5,231867,0,228571,7,1,0,0,316,0,-1,525440,68
114604,1,1,8571,255,1,255,2020,1,1,1,1,1,-34,1,1,1,1,255,1,Macarthur FC,1,0,-1,0,203280,0,1,-1,30,0,2,4,0,1,0,0,20000,0,1,472,111400,0,2,64,1,64,63,72,150,1,62,2,-1,63,1,0,0,199159,4194896,0,272562,0,0,0,0,1,4,272562,1,114604,0,524880,0,0,0,203280,0,0,203280,0,0,0,3,0,64,117,6,10,203280,0,203280,2,1,0,0,316,0,-1,525392,72
114628,20,151,4880,255,1,255,2013,1,1,38,38,1,23,1,1,1,151,255,20,Meizhou Hakka,1,0,-1,0,221888,4,4,-1,30,0,2,4,0,2,0,0,27000,0,0,895,116361,0,1,63,1,63,63,67,115,3,62,0,-1,62,1,0,0,221888,4202496,0,221888,0,0,0,0,0,2,221888,5,114628,0,544768,0,0,0,231956,0,0,221888,0,0,0,2,0,63,156,6,8,221888,0,221888,4,1,0,0,316,0,-1,526336,67
114640,133,26,170000,1,1,1,2021,1,255,1,200,1,35,255,1,1,1,1,1,Charlotte FC,255,0,-1,0,189280,0,2,-1,50,0,2,4,1,2,0,0,38000,0,1,817,112885,0,1,70,0,70,70,73,-80,3,69,2,-1,69,1,0,0,189280,270592,0,263377,0,0,0,0,0,1,263377,2,114640,0,4198656,0,0,0,189280,0,0,189280,0,0,0,6,0,70,41,2,-6,224301,0,189280,2,1,0,0,316,0,-1,526592,73
114815,174,0,0,250,255,250,2020,255,0,255,239,1,0,174,1,255,255,250,255,Soccer Aid,239,0,-1,0,1397,0,5,-1,50,0,0,4,0,5,0,0,0,0,0,0,111596,0,0,91,3,90,91,90,0,1,89,0,-1,89,0,0,0,1397,66176,0,1397,0,0,0,0,0,2,1397,5,114815,0,98944,0,0,0,237067,1,0,1397,0,0,0,0,0,90,141,5,0,237067,0,1397,2,5,0,0,316,0,-1,132224,90
115202,118,229,1400,245,255,245,2020,255,20,255,45,1,28,20,1,255,255,245,255,Punjab FC,20,0,-1,0,233525,0,2,-1,30,0,2,4,0,2,0,0,60254,0,1,925,113146,0,0,57,1,57,55,66,77,3,54,0,-1,54,0,0,0,233525,4202624,0,278192,0,0,0,0,0,2,278192,5,115202,0,561280,0,0,0,276752,0,0,233525,0,0,0,0,0,58,133,3,6,278192,0,233525,9,1,0,0,316,0,-1,526464,65
115472,255,255,5000,32,255,32,1931,255,255,255,255,1,-34,255,1,255,255,30,255,Deportivo Riestra,255,0,-1,0,215065,0,1,-1,30,0,2,4,0,1,0,2,3000,0,0,82,111710,0,1,64,15,66,64,68,-58,3,64,0,-1,65,0,0,0,215065,4202496,0,70053,0,0,0,0,0,2,70053,3,115472,0,528384,0,0,0,215065,1,0,215065,0,0,0,1,0,66,129,5,-3,243977,0,215065,7,1,0,0,316,0,-1,526336,69
115486,165,255,0,255,255,0,2020,255,0,255,0,1,0,0,1,255,255,0,255,Create Club Team,0,0,-1,0,1,4,1,-1,50,0,1,4,0,5,0,0,5000,0,0,0,631,0,0,0,0,0,0,0,0,3,0,0,-1,0,0,0,0,1,4198400,0,1,0,0,0,0,0,2,1,5,115486,0,526336,0,2,0,1,1,0,1,0,0,0,0,0,0,141,5,0,1,0,1,2,1,0,0,316,0,-1,526336,0
115491,126,9,5600,255,255,255,1999,255,10,255,39,1,-21,127,1,255,255,255,255,Real Tomayapo,40,0,-1,0,71248,0,1,-1,30,0,2,4,0,1,0,0,22000,0,0,942,112667,0,1,62,15,63,62,66,-64,2,63,0,-1,63,0,1,0,71248,4195328,0,264707,0,0,0,0,0,5,264707,1,115491,0,532480,0,0,0,71248,0,0,71248,0,0,0,1,0,63,74,6,-4,71248,0,71248,7,1,0,0,316,0,-1,528384,66
115530,138,1,20750,9,255,0,2001,255,255,255,42,1,-15,219,1,255,255,81,255,Cuiabá,1,0,-1,0,230411,0,1,-1,50,0,1,4,0,2,0,0,42968,0,0,855,112472,0,1,69,3,70,69,71,-56,3,71,0,-1,71,1,0,0,230376,263488,0,230376,0,0,0,0,0,2,230376,3,115530,0,4235584,0,0,0,230354,1,0,230411,0,0,0,1,0,70,74,6,-3,230445,0,230411,7,1,0,0,316,0,-1,528704,71
115536,250,250,5000,118,250,0,2002,250,0,250,250,1,-32,0,1,250,250,45,250,Cerro Largo,150,0,-1,0,273541,0,2,-1,65,0,1,4,0,2,0,0,15000,0,0,796,111326,0,1,64,12,65,64,67,-54,2,66,1,-1,66,0,0,0,273541,132176,0,273541,0,0,0,0,0,3,273541,3,115536,0,155728,0,0,1,223855,0,0,273541,0,0,0,1,0,65,74,7,-3,211435,0,273541,7,1,0,0,316,0,-1,266320,67
115682,10,210,0,2,215,0,1914,215,20,215,15,2,38,130,2,215,215,100,215,Portugal Women,0,0,-1,0,261829,0,10,-1,30,0,2,4,0,0,0,0,32830,0,1,281,113012,0,1,75,1,75,75,74,-9,1,75,1,-1,75,1,0,0,261829,4194880,0,261843,1,0,0,0,0,4,261843,0,115682,0,557632,0,0,0,261829,0,0,261829,0,0,0,4,0,75,141,0,0,261855,0,261829,2,4,0,0,366,0,-1,525376,74
115841,69,50,220000,250,69,250,1900,50,102,171,171,2,41,178,2,171,50,250,69,Lazio,255,0,-1,0,251530,0,8,-1,50,0,1,4,0,8,0,0,70634,0,1,408,52,0,1,79,1,79,80,80,12,1,79,1,-1,78,1,0,0,251530,263056,0,248729,0,0,0,0,7,3,220502,5,115841,0,4244368,0,0,0,220502,0,0,251530,0,2,0,4,0,79,136,6,1,220502,0,251530,2,7,0,0,366,0,-1,525712,81
115845,12,12,400000,180,12,30,1907,12,250,12,12,2,45,250,2,12,12,100,12,Atalanta,250,0,-1,0,251470,0,7,-1,50,0,2,4,0,7,0,0,24276,0,1,45,113973,0,1,78,1,80,79,80,9,1,78,1,-1,78,1,0,0,251470,262784,1,251470,0,0,0,0,1,3,251470,10,115845,1,4244096,0,0,0,208461,1,1,251470,0,0,0,4,0,79,136,3,1,208461,0,251470,2,6,0,0,366,0,-1,525440,81
115995,0,255,100000,255,255,255,1900,255,1,0,0,2,48,1,2,255,255,255,0,Bayern München,1,0,-1,0,239344,0,10,-1,65,0,2,4,0,10,0,0,2500,1,1,333,115998,0,1,83,1,83,83,82,11,1,83,1,-1,82,0,0,0,243404,131584,0,239344,1,0,0,0,1,1,247788,7,115995,0,147968,0,0,0,264886,0,0,247788,0,5,0,0,0,82,157,1,1,243404,0,247788,2,8,0,0,366,0,-1,263168,85
115996,1,255,10000,1,0,1,1904,0,255,0,1,2,51,255,2,0,255,1,0,Bayer 04 Leverkusen,255,0,-1,1,264922,0,7,-1,50,0,2,4,0,5,0,0,30210,0,1,277,116003,0,1,73,1,75,74,71,7,3,75,1,-1,74,0,0,0,264924,270336,0,73014,1,0,0,0,0,2,73014,6,115996,0,4247552,0,0,0,264915,1,0,264922,0,0,0,0,0,74,157,3,1,73014,0,264922,2,6,0,0,366,0,-1,526336,71
115997,1,1,50000,255,1,255,1899,1,227,1,1,2,50,6,2,1,1,255,1,Eintracht Frankfurt,19,0,-1,0,265121,0,8,-1,65,0,2,4,0,7,0,0,58000,0,1,167,115998,0,1,80,1,79,81,80,8,3,79,1,-1,78,1,0,0,265121,135168,0,264933,1,0,4,0,9,3,264933,8,115997,0,182272,0,0,0,261773,0,0,265121,0,7,0,4,0,79,157,2,1,261773,0,265121,2,8,0,0,366,0,-1,264192,80
115998,180,100,80500,255,210,255,1945,210,90,210,45,2,52,225,2,210,210,255,210,VfL Wolfsburg,2,0,-1,0,253417,0,10,-1,90,0,2,4,0,6,0,0,5200,0,1,530,115997,0,1,82,1,82,83,83,10,1,80,1,-1,80,1,0,0,227337,66176,3,227337,1,0,2,0,9,2,227337,6,115998,0,115328,0,0,0,226302,0,0,226302,0,7,0,4,0,82,157,1,1,226302,0,226302,2,9,0,0,366,0,-1,132224,83
115999,0,0,13000,255,255,255,1899,255,1,255,255,2,49,48,2,255,0,255,0,TSG 1899 Hoffenheim,91,0,-1,0,264982,0,8,-1,50,0,2,4,0,4,0,0,30150,0,1,450,115997,0,1,76,1,76,77,78,8,2,71,1,-1,71,0,0,0,264982,263168,0,272657,1,0,0,0,0,2,272657,6,115999,0,4251648,0,0,0,265020,0,0,264982,0,0,0,0,0,76,157,3,1,264982,0,264982,2,4,0,0,366,0,-1,528384,78
116000,102,0,4000,255,255,255,1971,255,0,204,204,1,52,102,1,255,0,255,102,1. FFC Turbine Potsdam,204,0,-1,1,271795,0,3,-1,30,0,2,4,0,4,0,0,10000,0,1,886,115997,0,1,70,1,69,68,69,13,2,68,1,-1,69,0,0,0,271795,4195328,0,226309,1,0,2,0,0,2,226309,6,116000,0,548864,0,0,0,226309,0,0,271795,0,0,0,0,0,70,157,6,1,226309,0,271795,2,2,0,0,316,0,-1,528384,69
116001,0,127,4000,255,255,255,1968,255,0,255,255,2,51,0,2,255,127,255,0,SGS Essen,0,0,-1,1,272338,0,4,-1,50,0,2,4,0,5,0,0,20650,0,1,656,115996,0,1,73,1,73,72,74,7,3,73,1,-1,73,0,0,0,272338,270336,0,272338,1,0,0,0,0,2,272338,6,116001,0,4247552,0,0,0,265033,0,0,272338,0,0,0,0,0,73,157,8,1,272338,0,272338,2,3,0,0,316,0,-1,526336,74
116002,0,255,10000,1,255,1,1904,255,255,0,0,2,48,255,2,255,255,1,0,SC Freiburg,255,0,-1,0,279693,0,7,-1,50,0,1,4,0,5,0,0,34700,1,1,168,115999,0,1,72,1,76,72,77,7,2,77,1,-1,76,0,0,0,265069,263168,0,279693,1,0,0,0,0,2,279693,6,116002,0,4218880,0,0,0,265069,0,0,279693,0,0,0,0,0,75,157,5,1,271839,0,279693,2,6,0,0,366,0,-1,528384,77
116003,1,255,5000,255,255,255,1948,255,1,51,1,2,50,1,2,255,255,255,51,1. FC Köln,1,0,-1,1,265001,0,3,-1,30,0,1,4,0,3,0,0,50000,1,1,249,115996,0,1,75,1,73,75,74,6,3,74,1,-1,74,0,0,0,265001,4202496,0,264940,1,0,0,0,0,2,264940,5,116003,0,577536,0,0,0,265007,0,0,265001,0,0,0,0,0,74,157,4,1,265001,0,265001,2,2,0,0,366,0,-1,526336,72
116004,129,1,6000,255,255,255,1899,255,1,255,73,2,53,81,2,255,255,255,255,Werder Bremen,52,0,-1,1,73023,0,3,-1,50,0,2,4,0,5,0,0,42100,25,1,70,116001,0,1,72,1,74,72,72,8,2,74,1,-1,73,0,0,0,265126,263168,0,265126,1,0,0,0,0,2,265126,7,116004,0,4251648,0,0,0,265119,0,0,73023,0,0,0,0,0,73,157,5,1,265119,0,73023,2,2,0,0,316,0,-1,528384,73
116005,103,0,2000,0,255,248,1903,255,255,225,207,1,50,255,1,255,245,236,245,FC Carl Zeiss Jena,255,0,-1,0,72475,0,2,-1,30,0,1,4,4,2,0,0,12990,0,1,610,116004,0,1,67,1,66,65,70,11,3,65,1,-1,68,1,0,0,72475,4202496,0,265147,1,0,0,0,0,2,265147,6,116005,0,544768,0,0,0,72475,0,0,72475,0,0,0,0,0,68,157,7,1,72475,0,72475,2,2,0,0,316,0,-1,526336,69
116009,26,218,107040,255,1,255,1886,1,211,1,53,3,51,197,3,1,1,255,1,Arsenal,75,0,-1,0,265239,0,9,-1,90,0,2,4,0,10,0,0,4500,0,1,285,116010,0,1,85,1,84,86,82,0,1,84,0,-1,83,0,0,0,265239,66176,0,239761,1,0,1,0,14,2,245802,9,116009,0,115328,0,0,0,245872,0,0,239761,0,15,0,3,0,83,146,1,0,239761,0,265239,2,8,0,0,366,0,-1,132224,83
116010,20,0,105110,255,85,255,1905,48,28,200,137,3,51,75,3,200,48,255,85,Chelsea,160,0,-1,0,227323,0,10,-1,90,0,1,4,0,9,0,0,4850,0,1,285,116009,0,1,81,1,84,82,86,0,1,85,0,-1,83,0,0,0,227323,66176,0,227323,1,0,0,0,5,2,227323,8,116010,0,115328,0,0,0,238257,0,0,227323,0,7,0,3,0,83,146,1,0,227323,0,227323,2,9,0,0,366,0,-1,132224,86
116011,255,255,37730,75,37,15,1882,29,153,110,255,2,51,177,2,110,29,32,37,Tottenham Hotspur,211,0,-1,0,265262,0,6,-1,50,0,1,4,0,5,0,0,6500,0,1,285,116009,0,1,75,1,75,74,79,0,3,76,0,-1,78,0,0,0,265262,266304,0,266598,1,0,0,0,0,2,265262,6,116011,0,4196416,0,0,0,256489,0,0,265252,0,0,0,3,0,77,146,5,0,265262,0,265262,2,6,0,0,366,0,-1,526400,78
116012,1,199,95290,255,1,255,1878,1,30,1,1,2,53,30,2,1,1,255,1,Manchester United,30,0,-1,0,265275,0,8,-1,50,0,2,4,0,8,0,0,12000,0,1,300,116017,0,1,78,1,78,78,80,-2,1,79,0,-1,80,0,0,0,247797,262784,0,265275,1,0,0,0,0,1,265293,7,116012,0,4244096,0,0,0,265293,0,0,265275,0,0,0,3,0,79,146,2,0,265293,0,265275,2,7,0,0,366,0,-1,525440,79
116013,57,0,25730,255,99,255,1901,72,240,168,166,2,51,171,2,168,72,255,99,Brighton & Hove Albion,0,0,-1,0,227201,0,3,-1,50,0,1,4,0,4,0,0,6134,5,1,74,116014,0,1,77,1,75,78,76,0,2,75,0,-1,73,0,0,0,227201,263232,0,227201,1,0,0,0,0,3,227201,7,116013,0,4202560,0,0,0,227201,0,0,227201,0,0,0,3,0,75,146,8,0,227255,0,227201,2,2,0,0,366,0,-1,528448,76
116014,37,123,52570,231,38,27,1895,16,100,32,57,2,51,30,2,32,16,177,38,West Ham United,60,1,-1,0,227348,0,4,-1,30,0,1,4,0,2,0,0,6078,0,1,285,116011,0,1,76,1,74,77,76,0,2,70,0,-1,73,0,0,0,273687,4195392,0,245889,1,0,0,0,0,1,245889,7,116014,0,565312,0,0,0,265300,0,0,227348,0,0,0,3,0,75,146,5,0,227348,0,227348,2,4,0,0,366,0,-1,528448,76
116015,0,102,38730,229,184,148,1874,139,124,51,51,2,52,47,2,226,102,190,0,Aston Villa,78,0,-1,0,227257,0,4,-1,50,0,1,4,0,5,0,0,11300,0,1,54,116020,0,1,80,1,79,81,77,-1,2,79,0,-1,77,0,0,0,227257,263168,0,265274,1,0,0,0,0,2,227257,4,116015,0,4251648,0,0,0,235657,0,0,227257,0,0,0,3,0,78,146,7,0,235657,0,227257,2,4,0,0,366,0,-1,528384,77
116016,54,0,63550,255,54,255,1878,0,45,156,156,2,53,99,2,156,0,255,54,Everton,201,0,-1,0,265217,0,5,-1,50,0,1,4,0,4,0,0,2000,14,1,282,116343,0,1,74,1,74,74,79,-2,3,74,0,-1,71,0,0,0,265217,270464,0,265217,1,0,0,0,1,1,265217,3,116016,0,4247680,0,0,0,265334,0,0,271739,0,1,0,3,0,74,146,5,0,244059,0,265217,2,3,0,0,366,0,-1,526464,80
116017,173,108,81430,255,177,255,1880,133,0,222,233,2,53,40,2,222,133,255,177,Manchester City,94,0,-1,0,240714,0,8,-1,50,0,1,4,1,8,0,0,7000,0,1,300,116012,0,1,83,1,81,82,82,-2,1,79,0,-1,80,0,0,0,227254,262672,0,248799,1,0,0,0,3,1,275906,8,116017,0,4243984,0,0,0,227254,0,0,227254,0,1,0,3,0,81,146,3,0,246219,0,227254,2,7,0,0,366,0,-1,525328,82
116020,51,0,9940,255,77,255,1884,37,57,173,160,2,52,101,2,173,37,255,77,Leicester City,189,0,-1,0,277963,0,4,-1,50,0,1,4,0,3,0,0,32261,0,1,272,116015,0,1,68,1,73,66,75,-1,3,72,0,-1,73,0,0,0,262867,270400,0,277963,1,0,0,0,0,2,277963,5,116020,0,4198464,0,0,0,277963,0,0,277963,0,0,0,3,0,74,146,8,0,275398,0,277963,2,2,0,0,366,0,-1,526400,75
116021,255,255,5000,65,175,221,2009,175,218,175,255,2,51,218,2,175,175,7,175,RB Leipzig,218,0,-1,0,265377,0,3,-1,50,0,2,4,0,5,0,0,47800,1,1,273,116000,0,1,74,1,73,73,79,12,3,72,1,-1,72,1,0,0,265377,270336,0,265377,1,0,0,0,0,2,265377,6,116021,0,4247552,0,0,0,265385,0,0,265377,0,0,0,4,0,73,157,5,1,265377,0,265377,2,2,0,0,316,0,-1,526336,79
116033,0,217,102000,136,250,39,1950,250,210,250,34,3,45,180,3,250,250,66,250,Olympique Lyonnais,83,0,-1,0,265674,0,10,-1,90,0,2,4,0,10,0,0,59186,0,1,293,116034,0,1,84,1,86,84,85,4,2,86,1,-1,85,1,0,0,265674,66688,0,265674,1,0,8,0,10,2,265674,6,116033,0,123008,0,0,0,227316,0,0,265674,0,17,0,4,0,85,141,1,1,227316,0,265674,2,10,0,0,366,0,-1,135296,86
116034,62,1,94000,41,62,200,1970,1,255,116,116,2,48,255,2,116,1,42,62,Paris Saint-Germain,255,0,-1,0,237197,0,9,-1,65,0,1,4,0,9,0,0,47929,0,1,373,116033,0,1,80,1,81,80,77,2,1,80,1,-1,80,1,0,0,233662,131712,0,233662,1,0,0,0,4,5,233662,8,116034,0,164480,0,0,0,264884,0,0,233662,0,1,0,4,0,80,141,1,1,233662,0,233662,2,9,0,0,366,0,-1,263296,78
116035,33,14,18000,17,30,232,1969,30,80,30,92,2,48,112,2,30,30,32,30,Paris FC,189,0,-1,0,227326,0,8,-1,65,0,2,4,0,6,0,0,18850,0,1,373,116034,0,1,80,1,79,82,83,2,1,75,1,-1,75,0,0,0,241546,131712,0,227326,1,0,0,0,1,2,227326,7,116035,0,164480,0,0,0,227326,0,0,265860,0,6,0,4,0,79,141,4,1,227326,0,227326,2,4,0,0,366,0,-1,263296,84
116036,43,230,9000,74,30,73,1970,30,1,30,64,2,48,1,2,30,30,69,30,FC Fleury 91,1,0,-1,0,227351,0,7,-1,50,0,2,4,0,4,0,0,2490,0,1,883,116035,2,1,77,15,75,76,74,2,2,70,1,-1,72,0,0,0,264961,263296,0,227351,1,0,0,0,0,2,265843,5,116036,0,4235392,0,0,0,227351,1,0,265843,0,0,0,4,0,76,141,6,1,227351,0,265843,2,3,0,0,366,0,-1,528512,74
116037,89,233,12000,124,30,2,1974,30,255,30,33,2,43,255,2,30,30,64,30,Montpellier HSC,255,0,-1,0,265857,0,7,-1,50,0,2,4,0,4,0,0,500,0,1,326,116033,0,1,74,1,76,75,75,3,1,78,1,-1,76,0,0,0,264866,262656,0,264866,1,0,0,0,3,2,264866,5,116037,0,4227584,0,0,0,231347,0,0,265857,0,2,0,4,0,76,141,5,1,231347,0,265857,2,3,0,0,366,0,-1,525312,75
116039,21,215,2500,255,250,255,1998,250,111,250,52,2,47,9,2,250,250,255,250,Dijon FCO,18,0,-1,0,265878,0,2,-1,30,0,0,4,0,2,0,0,1500,9,1,136,116040,2,1,72,15,70,69,73,5,3,69,1,-1,72,0,0,0,265878,4202496,0,265878,1,0,0,0,0,1,265878,6,116039,0,528384,0,0,0,265879,0,0,265878,0,0,0,4,0,72,141,8,1,265878,0,265878,2,1,0,0,316,0,-1,526336,73
116040,83,222,7750,51,114,255,1931,22,255,50,90,1,49,255,1,50,22,40,114,Stade de Reims,255,0,-1,0,265901,0,6,-1,30,0,2,4,0,3,0,0,1000,0,1,399,116037,2,1,70,15,71,72,72,4,2,71,1,-1,71,0,0,0,265901,4195328,0,267673,1,0,0,0,0,2,267673,10,116040,0,532480,0,0,0,265901,0,0,267673,0,5,0,0,0,71,141,6,1,267673,0,265901,2,2,0,0,316,0,-1,528384,73
116042,28,237,3500,1,114,1,1912,22,255,50,36,1,48,255,1,50,22,1,114,En Avant Guingamp,255,0,-1,0,264979,0,2,-1,30,0,0,4,0,2,0,0,1960,8,1,201,116039,0,1,70,1,70,69,71,-3,2,71,1,-1,73,0,0,0,265941,4195328,0,264979,1,0,0,0,0,2,264979,5,116042,0,532480,0,0,0,265941,0,0,265941,0,1,0,4,0,71,141,9,1,276767,0,264979,2,1,0,0,316,0,-1,528384,71
116044,130,0,4000,250,255,250,1919,255,30,255,45,1,49,130,1,255,255,250,255,AS Saint-Étienne,76,0,-1,0,265968,0,3,-1,30,0,1,4,0,2,0,0,1250,0,1,414,116033,0,1,72,0,70,72,74,2,3,70,1,-1,72,0,0,0,265968,4202560,0,265968,1,0,0,0,1,3,267661,3,116044,0,528448,0,0,1,268659,0,0,268659,0,0,0,0,0,71,141,7,1,265968,0,265968,2,2,0,0,316,0,-1,526400,74
116263,224,123,11000,250,255,250,1929,255,123,255,251,1,-12,224,1,255,255,250,255,Asociación Deportiva Tarma,251,0,-1,0,225704,0,3,-1,50,0,2,0,0,2,0,0,6000,0,0,947,114511,0,0,65,3,65,65,65,-77,1,65,1,-1,65,0,0,0,225704,262976,0,225704,0,0,0,0,0,3,225704,3,116263,0,4211520,0,0,0,279075,1,0,225704,0,0,0,1,0,65,74,6,-5,255201,0,225704,7,1,0,0,316,0,-1,525632,65
116280,255,255,65000,30,25,30,1897,25,248,25,255,2,45,151,2,25,25,30,25,Juventus,170,0,-1,0,266933,0,10,-1,50,0,2,4,0,6,0,0,41507,0,1,485,116326,0,1,80,1,80,80,78,7,2,79,1,-1,79,1,0,0,266933,263296,0,266933,1,0,0,0,2,4,266996,5,116280,0,4235392,0,0,1,266933,0,0,266933,0,5,0,4,0,80,110,4,1,227073,0,266933,2,5,0,0,366,0,-1,528512,78
116282,0,150,50000,250,74,250,1927,53,250,117,0,2,41,187,2,117,53,250,74,Roma,0,0,-1,0,266970,0,9,-1,50,0,1,4,0,7,0,0,70634,0,1,408,116280,0,1,83,1,79,83,80,12,2,78,1,-1,78,1,0,0,227069,263168,0,266970,1,0,0,0,2,2,227095,5,116282,0,4202496,0,0,0,266970,0,0,227095,0,2,0,4,0,79,110,3,1,227095,0,227095,2,5,0,0,366,0,-1,528384,80
116292,255,255,5000,31,255,216,2005,255,254,255,255,1,-17,254,1,255,255,3,255,Universitario de Vinto,254,0,-1,0,225708,0,1,-1,50,0,2,0,0,1,0,0,32000,0,0,943,110974,0,1,62,1,62,62,60,-66,1,61,0,-1,61,0,1,0,225708,262656,0,215335,0,0,0,0,0,2,215335,3,116292,0,4194816,0,0,0,70208,1,0,225708,0,0,0,1,0,62,74,5,-4,228085,0,225708,7,1,0,0,316,0,-1,525312,60
116295,117,38,9500,255,255,255,1936,255,38,255,192,1,-25,117,1,255,255,255,255,Sportivo Ameliano,192,0,-1,0,240292,0,2,-1,30,0,2,4,0,2,0,0,44164,0,0,771,112671,0,1,65,0,65,65,58,-57,3,65,1,-1,65,0,1,0,240292,4202496,0,240292,0,0,0,0,1,4,240292,4,116295,0,528384,0,0,0,240292,0,0,240292,0,0,0,1,0,65,74,7,-3,240292,0,240292,7,1,0,0,316,0,-1,526336,58
116300,255,255,54155,147,211,1,2012,211,231,211,255,2,47,36,2,211,211,51,211,Seattle Reign FC,36,0,-1,0,266549,0,8,-1,50,0,2,4,0,5,0,0,37722,0,1,440,116302,2,1,77,15,76,77,76,-122,2,74,0,-1,74,1,0,0,266549,263488,0,233246,1,0,0,0,0,2,233246,6,116300,0,4219200,0,0,0,233246,0,0,266549,0,0,0,6,0,76,76,5,-8,247512,0,266549,2,5,0,0,366,0,-1,528704,76
116302,1,1,60615,31,1,151,2012,1,26,1,1,2,46,86,2,1,1,30,1,Portland Thorns FC,50,0,-1,0,267223,0,9,-1,65,1,1,0,0,5,0,0,25218,0,1,384,116300,2,1,78,15,79,78,82,123,2,76,1,-1,76,1,0,0,267217,132224,0,267217,1,0,0,0,1,3,267217,8,116302,0,172160,0,0,0,226177,1,0,267217,0,3,0,6,0,79,76,3,-8,264012,0,267217,2,5,0,1,366,0,-1,266368,82
116303,44,1,48494,255,255,255,2017,255,171,255,100,2,35,29,2,255,255,255,255,North Carolina Courage,55,0,-1,0,266091,0,9,-1,30,1,2,4,0,3,0,0,10000,0,1,891,116302,0,1,76,0,77,76,69,-77,1,77,0,-1,77,1,0,0,265862,4194944,0,265862,1,0,0,0,2,2,265862,7,116303,0,524928,0,0,0,267238,0,0,266091,0,2,0,6,0,77,76,5,-5,265862,0,266091,2,5,0,0,366,0,-1,525440,69
